,Unnamed: 0.1,Unnamed: 0,result,eval,temperature,base_model,id,eval_len,res_len,Amount of misspellings,Length of response,set_eval,formatted_list
77,77,77,"
1. Nej, det er to begreber for det samme
2. Etiske dilemmaer ved data
3. En EU-forordning om databeskyttelse
4. Ja, hvis jeg arbejder med fortrolige oplysninger
5. Datatilsynet
6. Alle mine data slettes automatisk, når jeg forlader arbejdspladsen
7. Nej, det er ikke lovligt
8. Kun hvis det er et sagligt formål",[],0.5,vicuna:7b,fcab2cb1-43a3-40b8-97fa-88fbf5c48d42,0,312,0,312,['[]'],['[]\n']
78,78,78,"
1. Er der forskel på GDPR og dataetik?
Ja, der er en betydelig forskel mellem GDPR (General Data Protection Regulation) og dataetik. GDPR er en specifik lovgivning omkring personlige oplysninger, som træder i kraft den 25. maj 2018, mens dataetik dækker over mere generelle etiske principper for håndtering af personlige oplysninger.
2. Hvad er dataetik?
Dataetik dækker over love og regler om, hvordan man indsamler, behandler og deler personlige oplysninger. Dataetik handler også om god praksis når man arbejder med data. Det indebærer både etiske principper og praktiske retningslinjer for at sikre, at personlige oplysninger behandles ordentligt og respekteres.
3. Hvad er GDPR?
GDPR (General Data Protection Regulation) er en EU-forordning om databeskyttelse, som træder i kraft den 25. maj 2018. GDPR er en stramme forordning, der sikrer, at personlige oplysninger behandles ordentligt og respekteres hos virksomheder.
4. Betyder GDPR, at jeg har pligt til at udlevere oplysninger om mig selv til min arbejdsgiver?
Nej, GDPR kræver ikke automatisk udlevering af personlige oplysninger til en arbejdsgiver. Hvis virksomheden ønsker at indhente sådanne oplysninger, skal de få din samtykke og følge retningslinjerne i GDPR for at undgå overtrædelse af lovgivningen.
5. Hvilken myndighed fører tilsyn med finansielle virksomheders overholdelse af persondatareglerne i Danmark?
Myndigheden, der fører tilsyn med finansielle virksomheders overholdelse af persondatareglerne i Danmark, er Datatilsynet.
6. Hvad sker der med mine data, når jeg forlader min arbejdsplads?
Arbejdsgiveren kan normalt ikke beholde dine personlige oplysninger længere end fem år efter du har forladt arbejdspladsen. Det er vigtigt at huske på, at der er unormale situationer, hvor det kan være nødvendigt at bevare personlige oplysninger længere, fx hvis det er nødvendigt for at tjene penge eller for at opretholde en sikkerhedsproces.
7. Må din arbejdsgiver overvåge din mobiltelefon via en GPS?
Det er ikke lovligt for virksomheden at overvåge din mobiltelefon ved hjælp af en GPS uden din samtykke og uden at følge retningslinjerne i GDPR. Hvis det er et sagligt formål, må virksomheden få din samtykke og følge retningslinjerne for overvågning af personlige oplysninger.","['protection', 'protection']",0.5,vicuna:7b,fcab2cb1-43a3-40b8-97fa-88fbf5c48d42,2,2255,2,2255,"[""['protection', 'protection']""]","[""['protection', 'protection']\n""]"
79,79,79,"
1. Ja, der er forskel på GDPR og dataetik. GDPR (General Data Protection Regulation) er en international aftale om databeskyttelse, som giver borgere og virksomheder rettigheder og pligtfører i forhold til indsamling, behandling og udløb af personlige oplysninger. Dataetik refererer til love og regler om datahåndtering, samt etiske dilemmaer ved dataindsamling, brug og deling.
2. Dataetik er en samling lovgivende og etiske retningslinjer for, hvordan man indsamler, behandler og udløber personlige oplysninger. Det indebærer love og regler om både offentlige og private virksomheder i Danmark.
3. GDPR er en EU-forordning om databeskyttelse. Den trådte i kraft den 25. maj 2018 og afløste Databeskyttelseslovens §§ 6-7.
4. Ja, du har pligt til at udlevere oplysninger om dig selv til din arbejdsgiver, hvis det er nødvendigt for at overholde persondatareglerne. Det kan f.eks. være nødvendigt for at administrere dine arbetsforhold eller for at udføre tilsyn med virksomheden.
5. Datatilsynet er myndigheden, der fører tilsyn med finansielle virksomheders overholdelse af persondatareglerne i Danmark.
6. Arbejdsgiveren skal sælge eller slette alle dine personlige oplysninger, når du forlader arbejdspladsen, undtagen når det er nødvendigt for at overholde persondatareglerne eller følge aftaler om fortrolige oplysninger.
7. Det er ikke tilladt for din arbejdsgiver at overvåge din mobiltelefon via en GPS, uden du har givet dit samtykke eller når det er nødvendigt for at overholde persondatareglerne eller følge aftaler om fortrolige oplysninger.","['protection', 'arbetsforhold']",0.5,vicuna:7b,fcab2cb1-43a3-40b8-97fa-88fbf5c48d42,2,1555,2,1555,"[""['protection', 'arbetsforhold']""]","[""['protection', 'arbetsforhold']\n""]"
80,80,80,"
1. Nej, det er to begreber for det samme
2. Etiske dilemmaer ved data
3. En EU-forordning om databeskyttelse
4. Ja, hvis jeg arbejder med fortrolige oplysninger
5. Datatilsynet
6. Alle mine data slettes automatisk, når jeg forlader arbejdspladsen
7. Nej, det er ikke lovligt

Bemærkning: Svar 1 og 2 er korrekte, men svarene 3-7 indeholder fejlaktige oplysninger. GDPR er en EU-forordning om databeskyttelse, der giver borgere flere rettigheder og beskytter dem mod ulovlig behandling af deres personlige data. Arbejdsgiverne skal overvåge arbejdernes mobiltelefoner kun i nogle få undtagelser, som er fastsat i lovgivningen. Derfor er svaret til spørgsmål 7 fejlaktigt.","['fejlaktige', 'fejlaktigt']",0.5,vicuna:7b,fcab2cb1-43a3-40b8-97fa-88fbf5c48d42,2,671,2,671,"[""['fejlaktige', 'fejlaktigt']""]","[""['fejlaktige', 'fejlaktigt']\n""]"
81,81,81,"
1. Nej, det er to begreber for det samme
2. Etiske dilemmaer ved data
3. En EU-forordning om databeskyttelse
4. Ja, hvis arbejdsgiveren har tilladelse til at overvåge mobiltelefonen
5. Datatilsynet
6. Alle mine data slettes automatisk, når jeg forlader arbejdspladsen
7. Kun hvis det er et sagligt formål",[],0.5,vicuna:7b,fcab2cb1-43a3-40b8-97fa-88fbf5c48d42,0,305,0,305,['[]'],['[]\n']
82,82,82,"
1. Ja, der er forskel på GDPR og dataetik. GDPR (General Data Protection Regulation) er en EU-forordning om databeskyttelse, som giver personer større kontrol over deres personlige oplysninger. Dataetik dækker love og regler om datahåndtering og etiske dilemmaer ved dataindsamling, -brug og -deling.
2. Dataetik dækker god praksis, når man indsamler, bruger og deler data. Det involverer at sørge for, at personlige oplysninger behandles på en respektfuld og omhyggelig måde, og at der er overholdelse af love og regler vedrørende databeskyttelse.
3. GDPR er en EU-forordning om databeskyttelse, som giver personer større kontrol over deres personlige oplysninger.
4. Nej, GDPR ikke kræver, at du udleverer oplysninger om dig selv til din arbejdsgiver uden din samtykke. Du har ret til at bestemme, hvad der sker med dine personlige oplysninger og du kan vælge at give eller ikke give tilladelse til, at de bliver brugt eller behandlet.
5. Datatilsynet fører tilsyn med finansielle virksomheders overholdelse af persondatareglerne i Danmark.
6. Når du forlader din arbejdsplads, skal dine data normalt slettes automatisk efter en bestemt tidsperiode, som varer mellem 3-6 måneder, afhængigt af, hvordan data er indsamlet og behandling.
7. Det er ikke lovligt for din arbejdsgiver at overvåge din mobiltelefon via en GPS uden dit samtykke eller nødvendighed. Hvis det er et sagligt formål, fx vedrørende sikkerhedsforanstaltninger, kan det muligvis være tilladt, men det skal være i overholdelse af love og regler.",['protection'],0.5,vicuna:7b,fcab2cb1-43a3-40b8-97fa-88fbf5c48d42,1,1515,1,1515,"[""['protection']""]","[""['protection']\n""]"
83,83,83,"
1. Nej, det er to begreber for det samme
2. Etiske dilemmaer ved data
3. En EU-forordning om databeskyttelse
4. Ja, hvis jeg arbejder med fortrolige oplysninger
5. Datatilsynet
6. Alle mine data slettes automatisk, når jeg forlader arbejdspladsen
7. Nej, det er ikke lovligt
8. Kun hvis det er et sagligt formål",[],0.5,vicuna:7b,fcab2cb1-43a3-40b8-97fa-88fbf5c48d42,0,312,0,312,['[]'],['[]\n']
84,84,84,"
1. Nej, det er to begreber for det samme
2. Etiske dilemmaer ved data
3. En EU-forordning om databeskyttelse
4. Ja, hvis arbejdsgiveren har tilladelse fra den relevante myndighed
5. Datatilsynet
6. Alle mine data skal slettes automatisk, når jeg forlader arbejdspladen
7. Kun hvis det er et sagligt formål",[],0.5,vicuna:7b,fcab2cb1-43a3-40b8-97fa-88fbf5c48d42,0,306,0,306,['[]'],['[]\n']
85,85,85,"
1. Nej, det er to begreber for det samme. GDPR og dataetik refererer til de samme regler og love om databeskyttelse og håndtering af personlige oplysninger.
2. Dataetik er et begreb, der beskriver love og regler om, hvordan man indsamler, bruger og deler data på en lovlig og etisk korrekt måde. Det handler om at respektere de berørte personers rettigheder og friheder når det gælder deres personlige oplysninger.
3. GDPR (General Data Protection Regulation) er en EU-forordning, der beskytter borgere over hele Europa i forhold til deres personlige oplysninger. GDPR sikrer, at disse oplysninger bruges og behandles på en lovlig og etisk korrekt måde af virksomheder og organisationer.
4. Ja, GDPR kræver, at arbejdsgiveren ikke udleverer personlige oplysninger om dig uden din samtykke eller en særlig undskyldning. Du har ret til at bestemme, hvad der sker med dine data og hvem, som har adgang til dem.
5. Datatilsynet fører tilsyn med finansielle virksomheders overholdelse af persondatareglerne i Danmark.
6. Når du forlader din arbejdsplads, skal dine personlige oplysninger normalt slettes automatisk eller ophænges i en begrænset periode af tiden, som ikke overskrider de nødvendige regler og love om databeskyttelse.
7. Det er ikke tilladt at overvåge din mobiltelefon via en GPS uden din samtykke eller en særlig undskyldning. Hvis det er en firmatelefon, kan det være lovligt under visse omstændigheder, men det skal altid ske på en ætisk korrekt og respektfuld måde.","['protection', 'ætisk']",0.5,vicuna:7b,fcab2cb1-43a3-40b8-97fa-88fbf5c48d42,2,1481,2,1481,"[""['protection', 'ætisk']""]","[""['protection', 'ætisk']\n""]"
86,86,86,"
1. Nej, det er to begreber for det samme.
2. Etiske dilemmaer ved data.
3. En EU-forordning om databeskyttelse.
4. Ja, hvis jeg arbejder med fortrolige oplysninger.
5. Datatilsynet.
6. Alle mine data slettes automatisk, når jeg forlader arbejdspladsen.
7. Nej, det er ikke lovligt.",[],0.5,vicuna:7b,fcab2cb1-43a3-40b8-97fa-88fbf5c48d42,0,282,0,282,['[]'],['[]\n']
87,87,87,"
1. Nej, det er to begreber for det samme
2. Etiske dilemmaer ved data
3. En EU-forordning om databeskyttelse
4. Ja, hvis jeg arbejder med fortrolige oplysninger
5. Datatilsynet
6. Alle mine data slettes automatisk, når jeg forlader arbejdspladsen
7. Nej, det er ikke lovligt
8. Kun hvis det er et sagligt formål",[],0.5,vicuna:7b,fcab2cb1-43a3-40b8-97fa-88fbf5c48d42,0,312,0,312,['[]'],['[]\n']
88,88,88,"
1. Nej, det er to begreber for det samme
2. Etiske dilemmaer ved data
3. En EU-forordning om databeskyttelse
4. Ja, hvis arbejdspladsen er i Danmark
5. Datatilsynet
6. Alle mine data slettes automatisk, når jeg forlader arbejdspladsen
7. Nej, det er ikke lovligt",[],0.5,vicuna:7b,fcab2cb1-43a3-40b8-97fa-88fbf5c48d42,0,263,0,263,['[]'],['[]\n']
89,89,89,"1. Ja, der er forskel på GDPR og dataetik. GDPR (General Data Protection Regulation) er en EU-forordning om databeskyttelse, som trådte i kraft den 25. maj 2018, mens dataetik er et bredere begreb, der dækker love og regler om datahåndtering samt god praksis ved indsamling, brug og deling af data.
2. Dataetik dækker love og regler om datahåndtering, etiske dilemmaer ved data og god praksis ved indsamling, brug og deling af data.
3. GDPR er en EU-forordning om databeskyttelse.
4. Nej, jeg har ikke pligt til at udlevere oplysninger om mig selv til min arbejdsgiver.
5. Datatilsynet fører tilsyn med finansielle virksomheders overholdelse af persondatareglerne i Danmark.
6. Alle mine data skal slettes automatisk, når jeg forlader arbejdspladsen, undtagen hvis jeg har givet samtykke til at de bliver bevaret.
7. Nej, din arbejdsgiver må ikke overvåge din mobiltelefon via en GPS uden jeres samtykke.",['protection'],0.5,vicuna:7b,fcab2cb1-43a3-40b8-97fa-88fbf5c48d42,1,904,1,904,"[""['protection']""]","[""['protection']\n""]"
90,90,90,"1. Ja, GDPR og dataetik er to forskellige begreber, da GDPR (General Data Protection Regulation) er en specifik europæisk lov om personlige data, mens dataetik dækker et bredere spektrum af emner vedrørende datahåndtering og brugen af personlige oplysninger.
2. Dataetik er en samling love og regler om, hvordan man indsamler, behandler og deler personlige oplysninger. Det dækker både etiske og tekniske aspekter ved datahåndtering.
3. GDPR (General Data Protection Regulation) er en EU-forordning om databeskyttelse, der gælder for alle virksomheder, der håndterer personlige oplysninger om borgere af EU og Norge, Liechtenstein og Island.
4. Nej, GDPR ikke kræver automatisk udlevering af persondata til arbejdsgiveren. Det er imidlertid tilladt at overføre data, hvis det er nødvendigt for at udføre en kontraktmæssig opgave eller vedrørende arbejdsforholdet mellem parterne.
5. Datatilsynet fører tilsyn med finansielle virksomheders overholdelse af persondatareglerne i Danmark.
6. Når du forlader din arbejdsgiver, skal de automatisk slettede dine personlige oplysninger, der er blevet indsamlet under din ansættelsesperiode. Du har ikke ret til at få dem tilbage eller overført til en anden virksomhed uden tilladelse fra arbejdsgiveren og overholdelse af GDPR-reglerne.
7. Nej, din arbejdsgiver ikke kan overvåge din mobiltelefon via en GPS uden din samtykke eller en saglig grund, fx i forbindelse med sikkerhedsforanstaltninger eller vedrørende en kontraktmæssig opgave.","['protection', 'protection']",0.5,vicuna:7b,fcab2cb1-43a3-40b8-97fa-88fbf5c48d42,2,1481,2,1481,"[""['protection', 'protection']""]","[""['protection', 'protection']\n""]"
91,91,91,"
1. Nej, det er to begreber for det samme (GDPR og dataetik)
2. Etiske dilemmaer ved data (dataetik)
3. En EU-forordning om databeskyttelse (GDPR)
4. Ja, hvis jeg arbejder med fortrolige oplysninger (GDPR)
5. Datatilsynet (GDPR i Danmark)
6. Alle mine data slettes automatisk, når jeg forlader arbejdspladsen (arbejdsgiverens pligt er at sikre, at der overholdes persondatareglerne)
7. Nej, det er ikke lovligt (firmatelefoner har dog bestemte love og regler om brug af GPS-teknologi)",[],0.5,vicuna:7b,fcab2cb1-43a3-40b8-97fa-88fbf5c48d42,0,484,0,484,['[]'],['[]\n']
92,92,92,"
1. Nej, det er to begreber for det samme
2. Etiske dilemmaer ved data
3. En EU-forordning om databeskyttelse
4. Ja, hvis jeg arbejder med fortrolige oplysninger
5. Datatilsynet
6. Alle mine data slettes automatisk, når jeg forlader arbejdspladsen
7. Nej, det er ikke lovligt

Bemærkning: Svar 4 og 6 er ikke helt korrekte. GDPR gælder for hele EU og ikke kun Danmark, og arbejdsgivernes pligt til at udlevere oplysninger om ansatte til myndighederne er begrænset til nødvendige administrative formål og ikke til kontinuerlig overvågning.",[],0.5,vicuna:7b,fcab2cb1-43a3-40b8-97fa-88fbf5c48d42,0,538,0,538,['[]'],['[]\n']
93,93,93,"1. Nej, det er to begreber for det samme
2. Etiske dilemmaer ved data
3. En EU-forordning om databeskyttelse
4. Ja, hvis jeg arbejder med fortrolige oplysninger
5. Datatilsynet
6. Alle mine data slettes automatisk, når jeg forlader arbejdspladsen
7. Nej, det er ikke lovligt
8. Kun hvis det er et sagligt formål",[],0.5,vicuna:7b,fcab2cb1-43a3-40b8-97fa-88fbf5c48d42,0,311,0,311,['[]'],['[]\n']
94,94,94,"1. Ja, der er forskel på GDPR og dataetik. GDPR (General Data Protection Regulation) er en EU-forordning om databeskyttelse, som trådte i kraft den 25. maj 2018, mens dataetik er love og regler om datahåndtering på tværs af industrier og organisationer.
2. Dataetik er et begreb, der beskriver god praksis, når man indsamler, bruger og deler data. Det omfatter love og regler om, hvordan man behandler personlige oplysninger og andre formere af information.
3. GDPR er en EU-forordning om databeskyttelse, der giver personer ret til at kontrollere, hvad der sker med deres personlige data. Den sikrer også, at virksomheder overholder bestemmelsene i persondatareglerne, når de indsamler, bruger og deler personlige oplysninger.
4. Ja, GDPR kræver, at arbejdsgiveren udleverer oplysninger om dig selv til din nye arbejdsgiver, hvis det er nødvendigt for at udføre en kontrakt eller et andet sagligt formål.
5. Datatilsynet fører tilsyn med finansielle virksomheders overholdelse af persondatareglerne i Danmark.
6. Hvis du forlader din arbejdsplads, skal din arbejdsgiver beholde dine oplysninger i op til fem år efter forløb, hvis det er nødvendigt for at udføre en kontrakt eller et andet sagligt formål.
7. Det er ikke lovligt for din arbejdsgiver at overvåge din mobiltelefon via en GPS, uden du har givet dem tilladelse til det. Hvis det er en firmatelefon, kan det være tilladt, hvis det er et sagligt formål.","['protection', 'bestemmelsene']",0.5,vicuna:7b,fcab2cb1-43a3-40b8-97fa-88fbf5c48d42,2,1414,2,1414,"[""['protection', 'bestemmelsene']""]","[""['protection', 'bestemmelsene']\n""]"
95,95,95,"
1. Er der forskel på GDPR og dataetik?
Ja, det er to begreber for det samme.
2. Hvad er dataetik?
Dataetik er love og regler om datahåndtering.
3. Hvad er GDPR?
GDPR er en EU-forordning om databeskyttelse.
4. Betyder GDPR, at jeg har pligt til at udlevere oplysninger om mig selv til min arbejdsgiver?
Nej.
5. Hvilken myndighed fører tilsyn med finansielle virksomheders overholdelse af persondatareglerne i Danmark?
Datatilsynet.
6. Hvad sker der med mine data, når jeg forlader min arbejdsplads?
Arbejdsgiver beholder mine data i op til fem år efter jeg har forladt arbejdspladen.
7. Må din arbejdsgiver overvåge din mobiltelefon via en GPS?
Kun hvis det er et sagligt formål.",[],0.5,vicuna:7b,fcab2cb1-43a3-40b8-97fa-88fbf5c48d42,0,679,0,679,['[]'],['[]\n']
96,96,96,"
1. Nej, det er to begreber for det samme. GDPR (General Data Protection Regulation) og dataetik er begge omkring at beskytte personlige oplysninger og sikre, at de håndteres etablerer og overholdes i henhold til lovgivning og retningslinjer.
2. Dataetik er en samling af love og regler om, hvordan man indsamler, bruger og deler personlige oplysninger. Det dækker områder såsom databeskyttelse, behandlingsmetoder og dataoverførsel.
3. GDPR (General Data Protection Regulation) er en EU-forordning om databeskyttelse, der giver borgere og virksomheder rettigheder og pligterskaber vedrørende deres personlige oplysninger.
4. Nej, GDPR ikke kræver, at du udleverer oplysninger om dig selv til din arbejdsgiver. Det er dog vigtigt at overveje, hvilke oplysninger, der skal udleveres og i hvilken retning, når det gælder fortrolige oplysninger.
5. Datatilsynet fører tilsyn med finansielle virksomheders overholdelse af persondatareglerne i Danmark.
6. Alle dine data skal slettes automatisk, når du forlader arbejdspladsen, undtagen hvis det er nødvendigt i henhold til lovgivningen eller hvis din arbejdsgiver har fået dispensation fra myndighederne.
7. Det er ikke tilladt at overvåge en persons mobiltelefon uden deres samtykke, undtagen når det er et sagligt formål, såsom sikkerhed og sundhedsforanstaltninger. Hvis din arbejdsgiver ønsker at overvåge din mobiltelefon via en GPS, skal de først søge dispensation fra myndighederne og tage hensyn til relevante love og regler.","['protection', 'protection', 'pligterskaber']",0.5,vicuna:7b,fcab2cb1-43a3-40b8-97fa-88fbf5c48d42,3,1479,3,1479,"[""['protection', 'protection', 'pligterskaber']""]","[""['protection', 'protection', 'pligterskaber']\n""]"
97,97,97,"
1. Nej, det er to begreber for det samme. GDPR stands for General Data Protection Regulation and dataetik is the Danish term for data protection.
2. Dataetik refers to the laws and regulations surrounding data handling, as well as ethical dilemmas that may arise when working with data.
3. GDPR stands for General Data Protection Regulation, which is an EU-wide law that regulates how companies handle personal data of EU citizens.
4. No, you do not have to disclose personal information about yourself to your employer under the GDPR. However, there may be exceptions if you work with confidential information.
5. Datatilsynet is the Danish authority responsible for monitoring financial companies' compliance with data protection laws in Denmark.
6. Your former employer is required by law to delete your personal data within two months of your leaving the company, unless they need to keep it for legal or business purposes.
7. No, your employer cannot legally monitor your mobile phone via GPS without your consent, except in certain circumstances such as if it is a company-issued device and there is a legitimate reason for the monitoring.","['protection', 'protection', 'laws', 'surrounding', 'well', 'ethical', 'that', 'may', 'arise', 'when', 'working', 'with', 'protection', 'which', 'law', 'that', 'regulates', 'how', 'companies', 'of', 'citizens', 'you', 'disclose', 'about', 'yourself', 'your', 'employer', 'however', 'there', 'may', 'be', 'exceptions', 'if', 'you', 'work', 'with', 'confidential', 'authority', 'responsible', 'monitoring', 'financial', 'companies', 'with', 'protection', 'laws', 'denmark', 'your', 'employer', 'required', 'law', 'your', 'within', 'two', 'months', 'of', 'your', 'leaving', 'company', 'unless', 'they', 'need', 'keep', 'or', 'your', 'employer', 'can', 'legally', 'your', 'phone', 'without', 'your', 'consent', 'except', 'certain', 'circumstances', 'such', 'if', 'device', 'there', 'legitimate', 'reason', 'monitoring']",0.5,vicuna:7b,fcab2cb1-43a3-40b8-97fa-88fbf5c48d42,82,1146,82,1146,"[""['protection', 'protection', 'laws', 'surrounding', 'well', 'ethical', 'that', 'may', 'arise', 'when', 'working', 'with', 'protection', 'which', 'law', 'that', 'regulates', 'how', 'companies', 'of', 'citizens', 'you', 'disclose', 'about', 'yourself', 'your', 'employer', 'however', 'there', 'may', 'be', 'exceptions', 'if', 'you', 'work', 'with', 'confidential', 'authority', 'responsible', 'monitoring', 'financial', 'companies', 'with', 'protection', 'laws', 'denmark', 'your', 'employer', 'required', 'law', 'your', 'within', 'two', 'months', 'of', 'your', 'leaving', 'company', 'unless', 'they', 'need', 'keep', 'or', 'your', 'employer', 'can', 'legally', 'your', 'phone', 'without', 'your', 'consent', 'except', 'certain', 'circumstances', 'such', 'if', 'device', 'there', 'legitimate', 'reason', 'monitoring']""]","[""['protection', 'protection', 'laws', 'surrounding', 'well', 'ethical', 'that', 'may', 'arise', 'when', 'working', 'with', 'protection', 'which', 'law', 'that', 'regulates', 'how', 'companies', 'of', 'citizens', 'you', 'disclose', 'about', 'yourself', 'your', 'employer', 'however', 'there', 'may', 'be', 'exceptions', 'if', 'you', 'work', 'with', 'confidential', 'authority', 'responsible', 'monitoring', 'financial', 'companies', 'with', 'protection', 'laws', 'denmark', 'your', 'employer', 'required', 'law', 'your', 'within', 'two', 'months', 'of', 'your', 'leaving', 'company', 'unless', 'they', 'need', 'keep', 'or', 'your', 'employer', 'can', 'legally', 'your', 'phone', 'without', 'your', 'consent', 'except', 'certain', 'circumstances', 'such', 'if', 'device', 'there', 'legitimate', 'reason', 'monitoring']\n""]"
98,98,98,"
1. Nej, det er to begreber for det samme
2. Etiske dilemmaer ved data
3. En EU-forordning om databeskyttelse
4. Ja, hvis arbejdsgiveren har tilladelse fra den datatilsynlige myndighed
5. Datatilsynet
6. Alle mine data slettes automatisk, når jeg forlader arbejdspladsen
7. Nej, det er ikke lovligt uden saglig formål og tilladelse fra den datatilsynlige myndighed",[],0.5,vicuna:7b,fcab2cb1-43a3-40b8-97fa-88fbf5c48d42,0,364,0,364,['[]'],['[]\n']
99,99,99,"
1. Ja, der er forskel på GDPR og dataetik. GDPR (General Data Protection Regulation) er en international aftale om databeskyttelse, som giver personer flere rettigheder og beskytter dem mod ulovlig behandling af deres personlige oplysninger. Dataetik dækker love og regler om datahåndtering generelt, så det omfatter både GDPR og andre lovgivninger og retningslinjer for dataindsamling, -brug og -deling.
2. Dataetik er en samling af love og regler om, hvordan man indsamler, bruger og deler data. Det dækker både tekniske og etiske aspekter ved dataindsamling, -brug og -deling.
3. GDPR er en EU-forordning om databeskyttelse, der giver personer flere rettigheder og beskytter dem mod ulovlig behandling af deres personlige oplysninger.
4. Ja, i henhold til GDPR har du ret til at få adgang til og kontrollere, hvad datamængderne indeholder, der omfatter dig. Hvis din arbejdsgiver ikke følger GDPR's regler, kan du gøre en klagemelding til Datatilsynet.
5. Datatilsynet fører tilsyn med finansielle virksomheders overholdelse af persondatareglerne i Danmark.
6. Hvis du forlader din arbejdsplads, skal dit arbejdsgiver selvfølgelig overholde GDPR's regler og sikre, at alle dine personlige oplysninger bliver slettet eller fjernet fra deres systemer.
7. Hvis din arbejdsgiver har en lovlig grund til at overvåge din mobiltelefon via en GPS, kan de gøre det. Men det er vigtigt at huske på, at der skal være en saglig grund for at overvåge dig og at du må have informeret om dette først.",['protection'],0.5,vicuna:7b,fcab2cb1-43a3-40b8-97fa-88fbf5c48d42,1,1489,1,1489,"[""['protection']""]","[""['protection']\n""]"
100,100,100,"
1. Nej, det er to begreber for det samme
2. Etiske dilemmaer ved data
3. En EU-forordning om databeskyttelse
4. Ja, hvis jeg arbejder med fortrolige oplysninger
5. Datatilsynet
6. Alle mine data slettes automatisk, når jeg forlader arbejdspladsen
7. Nej, det er ikke lovligt
8. Kun hvis det er et sagligt formål",[],0.0,vicuna:7b,453f42be-3845-451c-bcda-3680282e212d,0,312,0,312,['[]'],['[]\n']
101,101,101,"
1. Nej, det er to begreber for det samme
2. Etiske dilemmaer ved data
3. En EU-forordning om databeskyttelse
4. Ja, hvis jeg arbejder med fortrolige oplysninger
5. Datatilsynet
6. Alle mine data slettes automatisk, når jeg forlader arbejdspladsen
7. Nej, det er ikke lovligt
8. Kun hvis det er et sagligt formål",[],0.0,vicuna:7b,453f42be-3845-451c-bcda-3680282e212d,0,312,0,312,['[]'],['[]\n']
102,102,102,"
1. Nej, det er to begreber for det samme
2. Etiske dilemmaer ved data
3. En EU-forordning om databeskyttelse
4. Ja, hvis jeg arbejder med fortrolige oplysninger
5. Datatilsynet
6. Alle mine data slettes automatisk, når jeg forlader arbejdspladsen
7. Nej, det er ikke lovligt
8. Kun hvis det er et sagligt formål",[],0.0,vicuna:7b,453f42be-3845-451c-bcda-3680282e212d,0,312,0,312,['[]'],['[]\n']
103,103,103,"
1. Nej, det er to begreber for det samme
2. Etiske dilemmaer ved data
3. En EU-forordning om databeskyttelse
4. Ja, hvis jeg arbejder med fortrolige oplysninger
5. Datatilsynet
6. Alle mine data slettes automatisk, når jeg forlader arbejdspladsen
7. Nej, det er ikke lovligt
8. Kun hvis det er et sagligt formål",[],0.0,vicuna:7b,453f42be-3845-451c-bcda-3680282e212d,0,312,0,312,['[]'],['[]\n']
104,104,104,"
1. Nej, det er to begreber for det samme
2. Etiske dilemmaer ved data
3. En EU-forordning om databeskyttelse
4. Ja, hvis jeg arbejder med fortrolige oplysninger
5. Datatilsynet
6. Alle mine data slettes automatisk, når jeg forlader arbejdspladsen
7. Nej, det er ikke lovligt
8. Kun hvis det er et sagligt formål",[],0.0,vicuna:7b,453f42be-3845-451c-bcda-3680282e212d,0,312,0,312,['[]'],['[]\n']
105,105,105,"
1. Nej, det er to begreber for det samme
2. Etiske dilemmaer ved data
3. En EU-forordning om databeskyttelse
4. Ja, hvis jeg arbejder med fortrolige oplysninger
5. Datatilsynet
6. Alle mine data slettes automatisk, når jeg forlader arbejdspladsen
7. Nej, det er ikke lovligt
8. Kun hvis det er et sagligt formål",[],0.0,vicuna:7b,453f42be-3845-451c-bcda-3680282e212d,0,312,0,312,['[]'],['[]\n']
106,106,106,"
1. Nej, det er to begreber for det samme
2. Etiske dilemmaer ved data
3. En EU-forordning om databeskyttelse
4. Ja, hvis jeg arbejder med fortrolige oplysninger
5. Datatilsynet
6. Alle mine data slettes automatisk, når jeg forlader arbejdspladsen
7. Nej, det er ikke lovligt
8. Kun hvis det er et sagligt formål",[],0.0,vicuna:7b,453f42be-3845-451c-bcda-3680282e212d,0,312,0,312,['[]'],['[]\n']
107,107,107,"
1. Nej, det er to begreber for det samme
2. Etiske dilemmaer ved data
3. En EU-forordning om databeskyttelse
4. Ja, hvis jeg arbejder med fortrolige oplysninger
5. Datatilsynet
6. Alle mine data slettes automatisk, når jeg forlader arbejdspladsen
7. Nej, det er ikke lovligt
8. Kun hvis det er et sagligt formål",[],0.0,vicuna:7b,453f42be-3845-451c-bcda-3680282e212d,0,312,0,312,['[]'],['[]\n']
108,108,108,"
1. Nej, det er to begreber for det samme
2. Etiske dilemmaer ved data
3. En EU-forordning om databeskyttelse
4. Ja, hvis jeg arbejder med fortrolige oplysninger
5. Datatilsynet
6. Alle mine data slettes automatisk, når jeg forlader arbejdspladsen
7. Nej, det er ikke lovligt
8. Kun hvis det er et sagligt formål",[],0.0,vicuna:7b,453f42be-3845-451c-bcda-3680282e212d,0,312,0,312,['[]'],['[]\n']
